simTime,MCC_idx,packet_is_loss
0.10001024,0,0
0.10001024,1,0
0.10001024,2,0
0.10001024,3,0
0.10001024,4,0
0.20001024,0,0
0.20001024,1,0
0.20001024,2,0
0.20001024,3,0
0.20001024,4,0
0.30001024,0,0
0.30001024,1,0
0.30001024,2,0
0.30001024,3,0
0.30001024,4,0
0.40001024,0,0
0.40001024,1,0
0.40001024,2,0
0.40001024,3,0
0.40001024,4,0
0.50001024,0,0
0.50001024,1,0
0.50001024,2,0
0.50001024,3,0
0.50001024,4,0
0.60001024,0,0
0.60001024,1,0
0.60001024,2,0
0.60001024,3,0
0.60001024,4,0
0.70001024,0,0
0.70001024,1,0
0.70001024,2,0
0.70001024,3,0
0.70001024,4,0
0.80001024,0,0
0.80001024,1,0
0.80001024,2,0
0.80001024,3,0
0.80001024,4,0
0.90001024,0,0
0.90001024,1,0
0.90001024,2,0
0.90001024,3,0
0.90001024,4,0
1.00001024,0,0
1.00001024,1,0
1.00001024,2,0
1.00001024,3,0
1.00001024,4,0
1.10001024,0,0
1.10001024,1,0
1.10001024,2,0
1.10001024,3,0
1.10001024,4,0
1.20001024,0,0
1.20001024,1,0
1.20001024,2,0
1.20001024,3,0
1.20001024,4,0
1.30001024,0,0
1.30001024,1,0
1.30001024,2,0
1.30001024,3,0
1.30001024,4,0
1.40001024,0,0
1.40001024,1,0
1.40001024,2,0
1.40001024,3,0
1.40001024,4,0
1.50001024,0,0
1.50001024,1,0
1.50001024,2,0
1.50001024,3,0
1.50001024,4,0
1.60001024,0,0
1.60001024,1,0
1.60001024,2,0
1.60001024,3,0
1.60001024,4,0
1.70001024,0,0
1.70001024,1,0
1.70001024,2,0
1.70001024,3,0
1.70001024,4,0
1.80001024,0,0
1.80001024,1,0
1.80001024,2,0
1.80001024,3,0
1.80001024,4,0
1.90001024,0,0
1.90001024,1,0
1.90001024,2,0
1.90001024,3,0
1.90001024,4,0
2.00001024,0,0
2.00001024,1,0
2.00001024,2,0
2.00001024,3,0
2.00001024,4,0
2.10001024,0,0
2.10001024,1,0
2.10001024,2,0
2.10001024,3,0
2.10001024,4,0
2.20001024,0,0
2.20001024,1,0
2.20001024,2,0
2.20001024,3,0
2.20001024,4,0
2.30001024,0,0
2.30001024,1,0
2.30001024,2,0
2.30001024,3,0
2.30001024,4,0
2.40001024,0,0
2.40001024,1,0
2.40001024,2,0
2.40001024,3,0
2.40001024,4,0
2.50001024,0,0
2.50001024,1,0
2.50001024,2,0
2.50001024,3,0
2.50001024,4,0
2.60001024,0,0
2.60001024,1,0
2.60001024,2,0
2.60001024,3,0
2.60001024,4,0
2.70001024,0,0
2.70001024,1,0
2.70001024,2,0
2.70001024,3,0
2.70001024,4,0
2.80001024,0,0
2.80001024,1,0
2.80001024,2,0
2.80001024,3,0
2.80001024,4,0
2.90001024,0,0
2.90001024,1,0
2.90001024,2,0
2.90001024,3,0
2.90001024,4,0
3.00001024,0,0
3.00001024,1,0
3.00001024,2,0
3.00001024,3,0
3.00001024,4,0
3.10001024,0,0
3.10001024,1,0
3.10001024,2,0
3.10001024,3,0
3.10001024,4,0
3.20001024,0,0
3.20001024,1,0
3.20001024,2,0
3.20001024,3,0
3.20001024,4,0
3.30001024,0,0
3.30001024,1,0
3.30001024,2,0
3.30001024,3,0
3.30001024,4,0
3.40001024,0,0
3.40001024,1,0
3.40001024,2,0
3.40001024,3,0
3.40001024,4,0
3.50001024,0,0
3.50001024,1,0
3.50001024,2,0
3.50001024,3,0
3.50001024,4,0
3.60001024,0,0
3.60001024,1,0
3.60001024,2,0
3.60001024,3,0
3.60001024,4,0
3.70001024,0,0
3.70001024,1,0
3.70001024,2,0
3.70001024,3,0
3.70001024,4,0
3.80001024,0,0
3.80001024,1,0
3.80001024,2,0
3.80001024,3,0
3.80001024,4,0
3.90001024,0,0
3.90001024,1,0
3.90001024,2,0
3.90001024,3,0
3.90001024,4,0
4.00001024,0,0
4.00001024,1,0
4.00001024,2,0
4.00001024,3,0
4.00001024,4,0
4.10001024,0,0
4.10001024,1,0
4.10001024,2,0
4.10001024,3,0
4.10001024,4,0
4.20001024,0,0
4.20001024,1,0
4.20001024,2,0
4.20001024,3,0
4.20001024,4,0
4.30001024,0,0
4.30001024,1,0
4.30001024,2,0
4.30001024,3,0
4.30001024,4,0
4.40001024,0,0
4.40001024,1,0
4.40001024,2,0
4.40001024,3,0
4.40001024,4,0
4.50001024,0,0
4.50001024,1,0
4.50001024,2,0
4.50001024,3,0
4.50001024,4,0
4.60001024,0,0
4.60001024,1,0
4.60001024,2,0
4.60001024,3,0
4.60001024,4,0
4.70001024,0,0
4.70001024,1,0
4.70001024,2,0
4.70001024,3,0
4.70001024,4,0
4.80001024,0,0
4.80001024,1,0
4.80001024,2,0
4.80001024,3,0
4.80001024,4,0
4.90001024,0,0
4.90001024,1,0
4.90001024,2,0
4.90001024,3,0
4.90001024,4,0
5.00001024,0,0
5.00001024,1,0
5.00001024,2,0
5.00001024,3,0
5.00001024,4,0
5.10001024,0,0
5.10001024,1,0
5.10001024,2,0
5.10001024,3,0
5.10001024,4,0
5.20001024,0,0
5.20001024,1,0
5.20001024,2,0
5.20001024,3,0
5.20001024,4,0
5.30001024,0,0
5.30001024,1,0
5.30001024,2,0
5.30001024,3,0
5.30001024,4,0
5.40001024,0,0
5.40001024,1,0
5.40001024,2,0
5.40001024,3,0
5.40001024,4,0
5.50001024,0,0
5.50001024,1,0
5.50001024,2,0
5.50001024,3,0
5.50001024,4,0
5.60001024,0,0
5.60001024,1,0
5.60001024,2,0
5.60001024,3,0
5.60001024,4,0
5.70001024,0,0
5.70001024,1,0
5.70001024,2,0
5.70001024,3,0
5.70001024,4,0
5.80001024,0,0
5.80001024,1,0
5.80001024,2,0
5.80001024,3,0
5.80001024,4,0
5.90001024,0,0
5.90001024,1,0
5.90001024,2,0
5.90001024,3,0
5.90001024,4,0
6.00001024,0,0
6.00001024,1,0
6.00001024,2,0
6.00001024,3,0
6.00001024,4,0
6.10001024,0,0
6.10001024,1,0
6.10001024,2,0
6.10001024,3,0
6.10001024,4,0
6.20001024,0,0
6.20001024,1,0
6.20001024,2,0
6.20001024,3,0
6.20001024,4,0
6.30001024,0,0
6.30001024,1,0
6.30001024,2,0
6.30001024,3,0
6.30001024,4,0
6.40001024,0,0
6.40001024,1,0
6.40001024,2,0
6.40001024,3,0
6.40001024,4,0
6.50001024,0,0
6.50001024,1,0
6.50001024,2,0
6.50001024,3,0
6.50001024,4,0
6.60001024,0,0
6.60001024,1,0
6.60001024,2,0
6.60001024,3,0
6.60001024,4,0
6.70001024,0,0
6.70001024,1,0
6.70001024,2,0
6.70001024,3,0
6.70001024,4,0
6.80001024,0,0
6.80001024,1,0
6.80001024,2,0
6.80001024,3,0
6.80001024,4,0
6.90001024,0,0
6.90001024,1,0
6.90001024,2,0
6.90001024,3,0
6.90001024,4,0
7.00001024,0,0
7.00001024,1,0
7.00001024,2,0
7.00001024,3,0
7.00001024,4,0
7.10001024,0,0
7.10001024,1,0
7.10001024,2,0
7.10001024,3,0
7.10001024,4,0
7.20001024,0,0
7.20001024,1,0
7.20001024,2,0
7.20001024,3,0
7.20001024,4,0
7.30001024,0,0
7.30001024,1,0
7.30001024,2,0
7.30001024,3,0
7.30001024,4,0
